Date,Open,High,Low,Close,Volume
2014-12-31,17.033391904022213,17.071463274956663,16.858259821666508,16.881103515625,1863400
2015-01-02,16.92679101037493,16.95724927179183,16.797346304012787,16.827804565429688,2210300
2015-01-05,16.84303409543722,16.865876339711576,16.63744518298875,16.66790199279785,2444900
2015-01-06,16.728817577165447,16.797347216747397,16.553686921491536,16.59937286376953,2265900
2015-01-07,16.614602021281,16.759275866439072,16.58414521049136,16.75166130065918,1655400
2015-01-08,16.85064726990816,17.010550242059413,16.83541959111318,16.97247886657715,879900
2015-01-09,17.223749026679595,17.24659126481161,17.109532026701586,17.132375717163086,1932700
2015-01-12,17.041007295253646,17.041007295253646,16.89633490449181,16.934406280517578,1508300
2015-01-13,16.96486454320211,17.056236426595913,16.797347003096974,16.934406280517578,1870100
2015-01-14,16.675514413287793,16.74404404195535,16.568913414173682,16.70597267150879,2055800
2015-01-15,16.911561257230474,16.942019517526347,16.744045182592533,16.804960250854492,3659900
2015-01-16,16.667900342527844,17.002933931235916,16.667900342527844,16.995319366455078,1953200
2015-01-20,16.8049624271447,16.835420691385007,16.652675462933104,16.774505615234375,1283700
2015-01-21,16.9877033909364,17.086691272537106,16.85825870507136,16.926788330078125,2670400
2015-01-22,16.94963436248339,17.033393127350333,16.888719293215562,16.91917610168457,2110700
2015-01-23,16.797347243008602,16.85064775113791,16.72120303753962,16.75166130065918,1943600
2015-01-26,16.78973069195812,16.85064575866453,16.721201060372188,16.81257438659668,1135200
2015-01-27,16.86587698941698,16.911562932055478,16.804961915122338,16.843034744262695,1300900
2015-01-28,17.063851235985073,17.071465801764962,16.72120303753962,16.75166130065918,2074500
2015-01-29,16.72881690799283,16.804961110296905,16.599372199774855,16.789731979370117,1584800
2015-01-30,16.65267302762162,16.827803664402087,16.64505846267511,16.690744400024414,1610900
2015-02-02,16.9572496569215,17.056236104114905,16.91156226375851,17.03339385986328,1886300
2015-02-03,17.094306594438905,17.528326603834486,17.07907746546686,17.398881912231445,2460900
2015-02-04,17.36842544581838,17.444569646203114,17.277053567220566,17.307510375976562,3222600
2015-02-05,17.444566953578743,17.627312134896904,17.444566953578743,17.61969757080078,1437000
2015-02-06,17.505483627319336,17.58924238776628,17.45218312606391,17.505483627319336,2338600
2015-02-09,17.528328612243808,17.627315057244697,17.467413541705604,17.482641220092773,2138900
2015-02-10,17.46741251943772,17.520713021498043,17.38365375772592,17.475027084350586,1193600
2015-02-11,17.26182669233916,17.26182669233916,17.11715283793613,17.216140747070312,1672900
2015-02-12,17.162837141679578,17.383653714281895,17.15522257678574,17.322738647460938,1859300
2015-02-13,17.62731164109615,17.74914175856205,17.612082513330524,17.6882266998291,1803000
2015-02-17,17.695841559178994,17.810057114669135,17.66538475546876,17.80244255065918,1798700
2015-02-18,17.787219221558626,17.947120747853386,17.764375523946544,17.886205673217773,1554200
2015-02-19,17.794829011077216,17.916659127647733,17.794829011077216,17.810056686401367,1434900
2015-02-20,17.79483250527328,17.92427721108843,17.703459173738533,17.909048080444336,1195600
2015-02-23,17.817677319796797,17.893821531674185,17.79483507286461,17.86336326599121,1150300
2015-02-24,17.870973210844546,18.068947529596098,17.802443583110175,18.03087615966797,1499100
2015-02-25,18.152708053588867,18.221237687995313,18.14509348839595,18.152708053588867,1556300
2015-02-26,18.046107351581536,18.046107351581536,17.863360688512046,17.909048080444336,1675400
2015-02-27,18.000417901861727,18.09940578740234,17.977575660836717,18.03087615966797,1490100
2015-03-02,18.0384917736064,18.084177710644116,18.000418949133504,18.046106338500977,1122200
2015-03-03,18.068949604895415,18.10702243152605,18.02326366526849,18.053720474243164,1448000
2015-03-04,18.03849165586134,18.03849165586134,17.87097413393358,17.95473289489746,964700
2015-03-05,17.901436098094926,17.931892911447857,17.817677319796797,17.86336326599121,1426600
2015-03-06,17.75675732118321,17.771986449805407,17.543555329791005,17.55116844177246,1727700
2015-03-09,17.56639757039466,17.589241263327956,17.513097072546607,17.55116844177246,1556600
2015-03-10,17.277048656812354,17.322734583126607,17.109531173111076,17.14760398864746,3214000
2015-03-11,17.178067196036178,17.200910893878536,17.05623704553684,17.1019229888916,2739200
2015-03-12,17.558786149899234,17.627315788639383,17.520714773856884,17.596858978271484,2502600
2015-03-13,17.345582847491013,17.353197412606697,17.101921120778552,17.254209518432617,3172700
2015-03-16,17.383654259923727,17.46741302405524,17.36081056452519,17.406497955322266,2973600
2015-03-17,17.322736933867315,17.398881122943642,17.29989324144553,17.353195190429688,1800600
2015-03-18,17.37604036042827,17.909048321507484,17.360811229579184,17.870975494384766,3881200
2015-03-19,17.733915565516526,17.802443741531047,17.64254224361436,17.695842742919922,2043200
2015-03-20,18.08417791760573,18.282152250141195,18.030877415063443,18.221237182617188,3339200
2015-03-23,18.251697209735248,18.41160019789807,18.221240396765676,18.350685119628906,1827300
2015-03-24,18.41159211451992,18.442048914117816,18.32783337404928,18.358291625976562,2407600
2015-03-25,18.39636833044298,18.41921202602173,18.137478923203034,18.152708053588867,2076700
2015-03-26,18.030877712895354,18.038492278002852,17.878589315404966,17.977577209472656,2856200
2015-03-27,17.878586738429135,17.901430430458998,17.7796003109589,17.80244255065918,3337800
2015-03-30,17.60447032310691,17.67299849697953,17.589241194544265,17.612083435058594,2285600
2015-03-31,17.368425129658032,17.520713527655367,17.36081056452519,17.406497955322266,2011500
